name,essround,edition,proddate,idno,cntry,nwspol,netusoft,netustm,ppltrst,pplfair,pplhlp,polintr,psppsgva,actrolga,psppipla,cptppola,trstprl,trstlgl,trstplc,trstplt,trstprt,trstep,trstun,vote,prtvtbat,prtvtcbe,prtvtfch,prtvtdcz,prtvede1,prtvede2,prtvtfee,prtvtdfi,prtvtcfr,prtvtbgb,prtvtbie,prtvtcil,prtvtbis,prtvtfnl,prtvtbno,prtvtdpl,prtvtdru,prtvtbse,prtvtesi,contplt,wrkprty,wrkorg,badge,sgnptit,pbldmn,bctprd,pstplonl,clsprty,prtclcat,prtclcbe,prtclfch,prtcldcz,prtclede,prtclfee,prtcldfi,prtclefr,prtclbgb,prtclcie,prtcldil,prtclbis,prtclenl,prtclbno,prtclgpl,prtcldru,prtclbse,prtclesi,prtdgcl,lrscale,stflife,stfeco,stfgov,stfdem,stfedu,stfhlth,gincdif,mnrgtjb,freehms,hmsfmlsh,hmsacld,euftf,imsmetn,imdfetn,impcntr,imbgeco,imueclt,imwbcnt,happy,sclmeet,inprdsc,sclact,crmvct,aesfdrk,health,hlthhmp,atchctr,atcherp,rlgblg,rlgdnm,rlgdnbat,rlgdnbe,rlgdnach,rlgdnade,rlgdnafi,rlgdngb,rlgdnie,rlgdnis,rlgdnnl,rlgdnno,rlgdnapl,rlgdnaru,rlgdnase,rlgblge,rlgdnme,rlgdebat,rlgdebe,rlgdeach,rlgdeade,rlgdeafi,rlgdegb,rlgdeie,rlgdeis,rlgdenl,rlgdeno,rlgdeapl,rlgdearu,rlgdease,rlgdgr,rlgatnd,pray,dscrgrp,dscrrce,dscrntn,dscrrlg,dscrlng,dscretn,dscrage,dscrgnd,dscrsex,dscrdsb,dscroth,dscrdk,dscrref,dscrnap,dscrna,ctzcntr,ctzshipc,brncntr,cntbrthc,livecnta,lnghom1,lnghom2,blgetmg,facntr,fbrncntb,mocntr,mbrncntb,gvrfgap,rfgfrpc,rfgbfml,eneffap,rdcenr,cflsenr,elgcoal,elgngas,elghydr,elgnuc,elgsun,elgwind,elgbio,wrpwrct,wrenexp,wrdpimp,wrdpfos,wrntdis,wrinspw,wrtcfl,wrtratc,clmchng,clmthgt1,clmthgt2,ccnthum,ccrdprs,wrclmch,ccgdbd,lkredcc,lklmten,gvsrdcc,ownrdcc,inctxff,sbsrnen,banhhap,dfincac,smdfslv,uemplwk,slvpens,slvuemp,gvslvol,gvslvue,gvcldcr,sbstrec,sbprvpv,sbeqsoc,sbbsntx,sblazy,sblwcoa,imsclbn,uentrjb,lbenent,bennent,admub,ubpay,ubedu,ubunp,ub50pay,ub50edu,ub50unp,ub20pay,ub20edu,ub20unp,ubsppay,ubspedu,ubspunp,bnlwinc,eduunmp,wrkprbf,basinc,eusclbf,eudcnbf,lkuemp,lknemny,vteurmmb,vteumbgb,vteubcmb,hhmmb,gndr,gndr2,gndr3,gndr4,gndr5,gndr6,gndr7,gndr8,gndr9,gndr10,gndr11,gndr12,agea,yrbrn,yrbrn2,yrbrn3,yrbrn4,yrbrn5,yrbrn6,yrbrn7,yrbrn8,yrbrn9,yrbrn10,yrbrn11,yrbrn12,rshipa2,rshipa3,rshipa4,rshipa5,rshipa6,rshipa7,rshipa8,rshipa9,rshipa10,rshipa11,rshipa12,icpart1,rshpsts,rshpsfi,rshpsgb,lvgptnea,dvrcdeva,icpart2,iccohbt,marsts,marstfi,marstgb,maritalb,chldhm,chldhhe,domicil,edulvlb,eisced,edlveat,edlvebe,edlvdch,edlvdcz,edubde1,eduade2,eduade3,edlvdee,edlvdfi,edlvdfr,edubgb1,eduagb2,edagegb,edlvdie,edubil1,eduail2,edlvdis,edlvenl,edlvdno,edlvepl,edupl2,edlvdru,edlvdse,edlvesi,eduyrs,pdwrk,edctn,uempla,uempli,dsbld,rtrd,cmsrv,hswrk,dngoth,dngref,dngdk,dngna,icomdng,mainact,mnactic,icpdwrk,crpdwk,pdjobev,pdjobyr,emplrel,emplno,wrkctra,estsz,jbspv,njbspv,wkdcorga,iorgact,wkhct,icwhct,wkhtot,nacer2,tporgwk,isco08,wrkac6m,uemp3m,uemp12m,uemp5yr,mbtru,hincsrca,hinctnta,hincfel,icpart3,edulvlpb,eiscedp,edlvpeat,edlvpebe,edlvpdch,edlvpdcz,edupbde1,edupade2,edupade3,edlvpdee,edlvpdfi,edlvpdfr,edupbgb1,edupagb2,edagepgb,edlvpdie,edupbil1,edupail2,edlvpdis,edlvpenl,edlvpdno,edlvpepl,eduppl2,edlvpdru,edlvpdse,edlvpesi,pdwrkp,edctnp,uemplap,uemplip,dsbldp,rtrdp,cmsrvp,hswrkp,dngothp,dngdkp,dngnapp,dngrefp,dngnap,icomdnp,mnactp,icppdwk,crpdwkp,isco08p,emprelp,wkhtotp,edulvlfb,eiscedf,edlvfeat,edlvfebe,edlvfdch,edlvfdcz,edufbde1,edufade2,edufade3,edlvfdee,edlvfdfi,edlvfdfr,edufbgb1,edufagb2,edagefgb,edlvfdie,edufbil1,edufail2,edlvfdis,edlvfenl,edlvfdno,edlvfepl,edlvfdru,edlvfdse,edlvfesi,emprf14,occf14b,edulvlmb,eiscedm,edlvmeat,edlvmebe,edlvmdch,edlvmdcz,edumbde1,edumade2,edumade3,edlvmdee,edlvmdfi,edlvmdfr,edumbgb1,edumagb2,edagemgb,edlvmdie,edumbil1,edumail2,edlvmdis,edlvmenl,edlvmdno,edlvmepl,edlvmdru,edlvmdse,edlvmesi,emprm14,occm14b,atncrse,anctry1,anctry2,ipcrtiv,imprich,ipeqopt,ipshabt,impsafe,impdiff,ipfrule,ipudrst,ipmodst,ipgdtim,impfree,iphlppl,ipsuces,ipstrgv,ipadvnt,ipbhprp,iprspot,iplylfr,impenv,imptrad,impfun,region,regunit,intewde,inwdds,inwmms,inwyys,inwshh,inwsmm,inwdde,inwmme,inwyye,inwehh,inwemm,inwtm,dweight,pweight
ESS8e01,8,1.0,31.10.2017,100001245,GB,300,3,6666,5,5,5,3,3,3,2,4,4,5,5,0,3,3,6,2, , , , , , , , , ,66, , , , , , , , , ,2,2,2,1,1,2,1,2,2, , , , , , , , ,66, , , , , , , , , ,6,2,7,7,5,5,5,6,2,4,2,5,4,2,2,2,2,4,5,3,7,6,3,2,2,1,2,3,7,3,1,2, , , , , ,2, , , , , , , ,6,66, , , , , ,6666, , , , , , , ,8,7,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,66,1,66,6666,ENG,000,2,1,66,1,66,2,2,4,8,5,0,4,4,2,5,2,2,2,1,4,5,2,3,2,2,3,1,6,4,3,7,3,4,7,3,4,1,4,1,2,2,3,2,5,6,8,5,0,2,2,3,4,2,2,3,2,4,2,3,6,6,6,6,6,6,3,1,1,6,6,6,2,3,3,3,3,2,55,1, ,2, ,1,1,6,6,6,6,6,6,6, , , , ,68,1948,6666,6666,6666,6666,6666,6666,6666, , , , ,66,66,66,66,66,66,66, , , , ,2,66, ,66,2,2,2,6,1, ,1,1,2,1,4,720,7, , , , , , , , , , ,1,2,24, , , , , , , , , , , ,19,0,0,0,0,0,1,0,0,0,0,0,0,2,66,6,2,2,1,2006,1,66666,1,4,1,12,8,2,35,1,45,85,2,2320,2,1,2,2,2,4,4,1,2,6666,66, , , , , , , , , , ,6666,6666,6666, , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,1,0,0,6,66,6,6,66666,6,666,113,1, , , , , , , , , , ,7,11,15, , , , , , , , , , ,1,3,113,1, , , , , , , , , , ,7,11,15, , , , , , , , , , ,3,66,2,11031,11030,1,6,1,5,3,2,3,2,4,4,1,2,5,3,3,3,4,2,2,3,4,UKD,1, ,5,10,2016,15,9,5,10,2016,15,47,38,1.01863920688629,2.746052374
ESS8e01,8,1.0,31.10.2017,100001248,GB,30,2,6666,3,3,3,4,1,1,1,1,4,4,7,4,3,6,6,1, , , , , , , , , ,2, , , , , , , , , ,2,2,2,2,2,2,2,2,2, , , , , , , , ,66, , , , , , , , , ,6,4,6,5,1,1,5,5,1,4,2,4,2,8,3,3,3,7,7,7,6,3,3,3,2,2,2,3,7,7,2,66, , , , , ,6666, , , , , , , ,2,66, , , , , ,6666, , , , , , , ,1,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,66,1,66,6666,ENG,000,2,1,66,1,66,2,3,2,7,4,7,2,2,2,4,2,2,4,3,3,3,2,2,2,2,2,2,6,3,4,6,3,5,5,5,5,5,2,2,2,2,2,8,2,2,10,10,8,2,2,2,3,4,4,3,3,2,2,2,6,6,6,4,4,4,6,6,6,6,6,6,4,4,4,3,2,1,2,2, ,1, ,3,2,1,2,6,6,6,6,6, , , , ,39,1977,1976,1998,6666,6666,6666,6666,6666, , , , ,1,2,66,66,66,66,66, , , , ,1,3, ,3,6,2,1,1,6, ,6,6,1,6,3,323,4, , , , , , , , , , ,1,9,18, , , , , , , , , , , ,13,1,0,0,0,0,0,0,0,0,0,0,0,2,66,1,1,6,6,6666,1,66666,1,2,2,66666,2,2,40,1,40,88,4,5322,2,1,2,2,3,1,6,2,1,423,5, , , , , , , , , , ,1,7,18, , , , , , , , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,2,66,1,6,7000,1,40,8888,88, , , , , , , , , , ,8888,8888,8888, , , , , , , , , , ,4,66,8888,88, , , , , , , , , , ,8888,8888,8888, , , , , , , , , , ,1,5,2,11030,555555,4,4,3,4,3,4,3,4,3,4,4,2,4,4,4,3,4,2,2,4,4,UKG,1, ,4,11,2016,17,59,4,11,2016,18,19,20,1.52795886993408,2.746052374
ESS8e01,8,1.0,31.10.2017,100001249,GB,45,5,60,8,5,5,3,3,1,3,1,5,8,7,3,3,3,88,1, , , , , , , , , ,1, , , , , , , , , ,2,2,2,2,1,2,1,2,1, , , , , , , , ,1, , , , , , , , , ,2,10,10,8,8,8,6,9,3,4,2,5,3,5,2,2,2,8,5,8,10,7,4,2,1,1,1,3,10,7,1,2, , , , , ,2, , , , , , , ,6,66, , , , , ,6666, , , , , , , ,2,6,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,66,1,66,6666,ENG,000,2,1,66,1,66,2,4,2,8,3,7,4,2,1,3,2,2,2,2,3,3,3,3,3,2,3,2,6,3,3,7,3,5,6,5,8,5,4,2,3,2,2,4,8,3,7,6,8,3,2,2,4,2,2,3,4,8,8,3,6,6,6,6,6,6,3,3,2,6,6,6,2,3,3,2,2,4,1,1, ,2, ,2,2,1,6,6,6,6,6,6, , , , ,51,1965,1957,6666,6666,6666,6666,6666,6666, , , , ,1,66,66,66,66,66,66, , , , ,1,1, ,1,2,2,1,2,66, ,66,1,2,1,5,323,4, , , , , , , , , , ,1,9,21, , , , , , , , , , , ,16,1,0,0,0,0,0,0,0,0,0,0,0,2,66,1,1,6,6,6666,2,1,6,1,1,1,10,10,666,2,60,1,6,6121,2,2,6,6,3,2,10,1,1,720,7, , , , , , , , , , ,1,2,24, , , , , , , , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,2,66,1,6,2100,2,50,720,7, , , , , , , , , , ,1,2,25, , , , , , , , , , ,2,1,520,5, , , , , , , , , , ,1,5,22, , , , , , , , , , ,2,2,2,11033,11031,2,5,4,3,4,5,6,4,1,5,4,2,4,2,3,2,2,1,3,2,2,UKD,1, ,13,9,2016,9,54,13,9,2016,10,45,51,1.01863920688629,2.746052374
ESS8e01,8,1.0,31.10.2017,100001255,GB,15,1,6666,6,5,4,3,2,1,1,1,2,6,7,3,3,3,4,1, , , , , , , , , ,2, , , , , , , , , ,2,2,2,2,1,2,2,2,2, , , , , , , , ,66, , , , , , , , , ,6,5,9,6,5,5,3,3,2,5,1,5,1,5,3,3,3,4,2,5,9,7,2,2,1,3,2,3,8,7,1,2, , , , , ,2, , , , , , , ,6,66, , , , , ,6666, , , , , , , ,6,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,66,1,66,6666,ENG,000,2,1,66,2,DE,3,3,4,8,5,7,5,2,1,5,1,1,2,2,4,2,4,2,3,2,2,1,6,4,3,7,4,3,5,2,4,6,4,2,3,2,2,5,4,7,8,4,9,2,3,4,3,2,2,3,2,3,2,3,6,6,6,6,6,6,1,1,2,6,6,6,2,3,3,3,3,3,1,2, ,2, ,6,2,1,1,2,2,2,6,6, , , , ,32,1984,1950,1983,2003,2007,2011,6666,6666, , , , ,3,1,2,2,2,66,66, , , , ,1,1, ,1,1,2,1,2,66, ,66,1,1,6,1,113,1, , , , , , , , , , ,7,11,17, , , , , , , , , , , ,13,1,0,0,0,0,0,0,0,0,0,0,0,2,66,1,1,6,6,6666,1,66666,1,1,1,3,8,8,20,1,30,56,4,9412,2,1,2,2,3,1,1,1,1,113,1, , , , , , , , , , ,7,11,18, , , , , , , , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,2,66,1,6,7000,1,29,113,1, , , , , , , , , , ,7,11,14, , , , , , , , , , ,1,5,113,1, , , , , , , , , , ,7,11,20, , , , , , , , , , ,1,5,2,11030,555555,3,5,2,4,3,4,5,4,2,3,2,2,5,3,4,4,4,2,2,3,2,UKD,1, ,12,10,2016,12,4,12,10,2016,99,99, ,1.52795886993408,2.746052374
ESS8e01,8,1.0,31.10.2017,100001261,GB,8888,1,6666,5,4,88,1,2,1,3,1,4,88,10,7,5,6,6,1, , , , , , , , , ,1, , , , , , , , , ,2,2,2,2,2,2,2,2,1, , , , , , , , ,1, , , , , , , , , ,1,6,8,7,8,88,7,8,4,4,2,4,4,5,4,4,8,3,7,88,9,6,4,3,2,8,2,2,10,8,1,2, , , , , ,2, , , , , , , ,6,66, , , , , ,6666, , , , , , , ,88,6,2,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,66,1,66,6666,ENG,000,2,1,66,1,66,2,8,8,5,3,88,88,2,55,4,5,88,4,2,2,2,2,8,3,2,2,3,6,1,88,88,1,2,6,88,88,2,4,4,2,4,8,88,4,3,6,88,88,4,8,8,4,8,2,8,2,2,8,3,6,6,6,6,6,6,8,8,8,6,6,6,3,3,3,8,8,4,55,8, ,2, ,2,2,1,6,6,6,6,6,6, , , , ,56,1960,1962,6666,6666,6666,6666,6666,6666, , , , ,1,66,66,66,66,66,66, , , , ,1,1, ,1,2,2,1,2,66, ,66,1,2,2,3,113,1, , , , , , , , , , ,7,11,16, , , , , , , , , , , ,11,0,0,0,0,1,0,0,0,0,0,0,0,2,66,5,2,2,1,8888,1,66666,1,2,2,66666,0,0,35,1,35,88,2,5312,2,2,6,6,3,6,88,2,1,113,1, , , , , , , , , , ,7,11,16, , , , , , , , , , , ,0,0,0,0,1,0,0,0,0,0,0,0,0,2,66,2,2,66666,6,666,8888,88, , , , , , , , , , ,8888,8888,8888, , , , , , , , , , ,1,6,113,1, , , , , , , , , , ,7,11,8888, , , , , , , , , , ,3,66,2,11031,11030,1,5,2,2,2,2,5,2,5,2,2,5,2,2,3,5,2,2,4,4,2,UKJ,1, ,4,10,2016,17,28,4,10,2016,99,99, ,1.01863920688629,2.746052374
ESS8e01,8,1.0,31.10.2017,100001262,GB,10,5,120,7,4,7,2,2,1,2,3,5,5,5,5,5,3,88,1, , , , , , , , , ,1, , , , , , , , , ,1,2,2,2,2,2,2,2,1, , , , , , , , ,1, , , , , , , , , ,2,6,8,5,5,7,5,7,3,5,1,5,1,1,2,2,2,2,8,5,9,5,6,2,2,1,2,3,9,3,2,66, , , , , ,6666, , , , , , , ,1,2, , , , , ,10, , , , , , , ,1,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,66,1,66,6666,ENG,000,2,1,66,1,66,2,2,2,8,6,7,4,4,1,5,1,1,2,2,4,3,3,2,3,2,2,1,6,3,4,8,4,1,7,3,6,8,2,2,3,2,4,8,6,3,9,9,10,2,4,4,3,2,2,3,2,4,2,3,6,6,6,6,6,6,1,1,1,6,6,6,2,3,3,2,3,8,1,1, ,2, ,3,1,2,1,6,6,6,6,6, , , , ,32,1984,1980,2013,6666,6666,6666,6666,6666, , , , ,1,2,66,66,66,66,66, , , , ,1,3, ,3,6,2,1,1,6, ,6,6,1,6,4,520,5, , , , , , , , , , ,1,5,19, , , , , , , , , , , ,14,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,6,6,6666,1,66666,1,3,1,6,9,5,43,1,50,47,4,5222,2,2,6,6,1,1,4,2,1,213,2, , , , , , , , , , ,4,11,16, , , , , , , , , , , ,1,0,0,0,0,0,0,1,0,0,0,0,0,1,8,1,6,5223,2,27,113,1, , , , , , , , , , ,7,11,16, , , , , , , , , , ,1,7,113,1, , , , , , , , , , ,7,11,16, , , , , , , , , , ,1,5,1,11031,11030,1,6,2,2,2,2,3,2,2,5,2,2,3,2,2,5,2,1,1,4,2,UKL,1, ,20,10,2016,17,2,20,10,2016,18,20,78,1.01863920688629,2.746052374
ESS8e01,8,1.0,31.10.2017,100001263,GB,60,5,180,9,8,8,4,3,1,2,1,0,4,7,1,1,1,0,2, , , , , , , , , ,66, , , , , , , , , ,2,2,2,2,2,2,2,2,2, , , , , , , , ,66, , , , , , , , , ,6,5,8,88,0,0,3,5,2,2,2,4,3,4,2,1,1,10,10,8,5,6,4,8,2,2,3,1,1,1,1,4, , , , , ,13, , , , , , , ,6,66, , , , , ,6666, , , , , , , ,10,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,66,1,66,6666,ENG,000,2,1,66,1,66,2,4,2,10,3,9,5,2,2,5,2,2,55,2,3,3,3,4,3,3,3,1,6,5,4,10,5,0,0,6,1,1,1,2,2,4,2,88,5,5,8,8,5,2,1,2,8,2,2,3,2,2,2,1,3,1,1,6,6,6,6,6,6,6,6,6,3,3,3,1,2,4,55,4, ,55, ,1,2,6,6,6,6,6,6,6, , , , ,72,1944,6666,6666,6666,6666,6666,6666,6666, , , , ,66,66,66,66,66,66,66, , , , ,2,66, ,66,2,2,2,6,1, ,1,1,2,1,2,113,1, , , , , , , , , , ,7,11,15, , , , , , , , , , , ,10,0,0,0,0,0,1,0,0,0,0,0,0,2,66,6,2,2,1,1970,1,66666,1,5,2,66666,8,2,37,1,37,86,2,5321,2,2,6,6,3,4,88,2,2,6666,66, , , , , , , , , , ,6666,6666,6666, , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,1,0,0,6,66,6,6,66666,6,666,113,1, , , , , , , , , , ,7,11,14, , , , , , , , , , ,4,66,113,1, , , , , , , , , , ,7,11,14, , , , , , , , , , ,3,66,2,11030,555555,1,6,1,6,1,5,4,1,1,6,4,2,6,5,6,2,6,1,1,4,5,UKJ,1, ,8,9,2016,13,58,8,9,2016,14,58,60,.509319603443146,2.746052374
ESS8e01,8,1.0,31.10.2017,100001264,GB,0,5,240,3,5,6,4,1,1,1,1,0,0,0,0,0,0,0,2, , , , , , , , , ,66, , , , , , , , , ,2,2,2,2,2,2,2,2,2, , , , , , , , ,66, , , , , , , , , ,6,5,7,0,88,88,88,9,4,5,1,5,3,88,4,4,4,0,88,0,8,6,1,2,2,2,1,3,9,0,2,66, , , , , ,6666, , , , , , , ,2,66, , , , , ,6666, , , , , , , ,0,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,66,1,66,6666,ENG,000,2,1,66,1,66,5,5,2,0,3,10,5,4,1,88,1,1,1,1,2,1,1,3,1,1,1,2,6,2,1,0,1,5,88,5,0,0,3,2,2,5,8,11,0,5,10,2,10,2,2,3,2,1,2,5,1,8,1,2,6,6,6,4,4,4,6,6,6,6,6,6,1,3,2,1,8,8,4,2, ,2, ,2,2,2,6,6,6,6,6,6, , , , ,33,1984,2012,6666,6666,6666,6666,6666,6666, , , , ,2,66,66,66,66,66,66, , , , ,2,66, ,66,1,2,2,6,6, ,6,6,1,6,4,113,1, , , , , , , , , , ,7,11,13, , , , , , , , , , , ,9,0,0,0,1,0,0,0,0,0,0,0,0,2,66,4,2,2,1,2011,1,66666,1,1,1,4,10,8,40,1,60,96,4,5223,2,1,1,2,3,6,1,3,2,6666,66, , , , , , , , , , ,6666,6666,6666, , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,1,0,0,6,66,6,6,66666,6,666,113,1, , , , , , , , , , ,7,11,16, , , , , , , , , , ,4,66,113,1, , , , , , , , , , ,7,11,16, , , , , , , , , , ,1,8,2,11035,11031,3,1,4,5,5,6,6,6,6,1,3,1,6,1,1,6,6,6,1,3,1,UKF,1, ,10,2,2017,15,51,10,2,2017,16,40,49,.509319603443146,2.746052374
ESS8e01,8,1.0,31.10.2017,100001265,GB,90,5,450,0,5,3,2,3,3,2,2,4,3,7,4,4,4,7,1, , , , , , , , , ,2, , , , , , , , , ,2,2,2,2,1,2,1,1,2, , , , , , , , ,66, , , , , , , , , ,6,5,5,5,4,4,3,6,3,5,1,5,1,8,2,2,2,6,5,5,3,4,2,2,2,3,1,3,8,7,2,66, , , , , ,6666, , , , , , , ,2,66, , , , , ,6666, , , , , , , ,0,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,66,1,66,6666,ENG,000,2,1,66,1,66,2,3,3,3,3,7,5,5,1,1,1,1,1,2,3,4,5,2,2,3,2,1,6,4,5,7,3,7,7,4,4,7,2,1,1,1,2,2,7,6,8,5,8,2,2,3,3,2,3,3,2,2,2,2,6,6,6,3,2,1,6,6,6,6,6,6,3,4,4,4,4,3,1,1, ,1, ,5,1,1,2,1,2,6,6,6, , , , ,20,1996,1961,1968,1994,2002,6666,6666,6666, , , , ,3,3,4,4,66,66,66, , , , ,2,66, ,66,2,2,2,6,6, ,6,6,2,2,2,510,5, , , , , , , , , , ,1,6,20, , , , , , , , , , , ,15,1,0,0,0,0,0,0,0,0,0,0,0,2,66,1,1,6,6,6666,1,66666,1,4,2,66666,2,3,37,1,40,47,4,5223,2,2,6,6,3,1,8,2,2,6666,66, , , , , , , , , , ,6666,6666,6666, , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,1,0,0,6,66,6,6,66666,6,666,212,2, , , , , , , , , , ,5,11,16, , , , , , , , , , ,3,66,213,2, , , , , , , , , , ,4,11,16, , , , , , , , , , ,1,3,2,11080,11031,2,1,1,1,1,2,3,2,3,2,1,2,1,1,2,2,3,2,2,3,2,UKH,1, ,9,9,2016,13,22,9,9,2016,14,2,40,2.03727841377258,2.746052374
ESS8e01,8,1.0,31.10.2017,100001267,GB,60,1,6666,7,0,5,4,4,1,3,1,5,8,9,5,7,3,5,1, , , , , , , , , ,2, , , , , , , , , ,2,2,2,2,2,2,2,2,1, , , , , , , , ,2, , , , , , , , , ,2,1,10,7,8,8,10,6,2,5,1,5,1,7,2,2,2,10,9,6,8,5,2,2,2,2,3,3,8,8,1,1, , , , , ,1, , , , , , , ,6,66, , , , , ,6666, , , , , , , ,1,7,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,66,1,66,6666,ENG,000,2,1,66,2,IE,1,3,5,10,6,10,5,3,55,5,2,55,55,1,4,4,2,1,1,1,3,1,6,2,3,6,3,2,10,3,9,9,5,1,2,2,4,8,6,2,10,10,10,2,2,2,2,2,2,4,1,2,2,3,6,6,6,6,6,6,1,1,1,6,6,6,1,1,1,1,4,2,1,3, ,1, ,1,1,6,6,6,6,6,6,6, , , , ,70,1946,6666,6666,6666,6666,6666,6666,6666, , , , ,66,66,66,66,66,66,66, , , , ,2,66, ,66,2,2,2,6,6, ,6,6,2,2,3,113,1, , , , , , , , , , ,7,11,14, , , , , , , , , , , ,9,0,0,0,0,0,1,0,0,0,0,0,0,2,66,6,2,2,1,2007,1,66666,2,4,2,66666,9,9,37,1,40,32,4,8100,2,1,2,2,3,4,2,3,2,6666,66, , , , , , , , , , ,6666,6666,6666, , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,1,0,0,6,66,6,6,66666,6,666,113,1, , , , , , , , , , ,7,11,12, , , , , , , , , , ,1,8,113,1, , , , , , , , , , ,7,11,13, , , , , , , , , , ,3,66,2,11080,11030,1,2,1,2,2,2,1,1,2,2,2,1,3,1,4,1,1,1,1,4,2,UKD,1, ,8,9,2016,12,39,8,9,2016,99,99, ,.509319603443146,2.746052374
ESS8e01,8,1.0,31.10.2017,100001269,GB,15,5,60,2,4,5,2,3,3,4,2,6,9,8,8,7,5,7,1, , , , , , , , , ,77, , , , , , , , , ,1,1,2,2,2,2,2,2,2, , , , , , , , ,66, , , , , , , , , ,6,6,6,7,7,7,6,7,1,2,2,3,3,5,1,1,1,8,8,7,7,5,4,3,2,2,2,3,8,6,1,6, , , , , ,19, , , , , , , ,6,66, , , , , ,6666, , , , , , , ,7,5,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,66,2,PK,1995,999,ENG,1,2,PK,2,PK,2,3,2,7,5,5,4,3,3,4,3,2,4,2,4,1,2,3,2,3,2,3,6,3,1,4,2,5,6,1,2,5,3,4,2,2,2,6,6,6,5,6,7,1,1,2,1,2,3,3,2,3,4,3,6,6,6,6,6,6,3,3,3,6,6,6,3,3,3,3,3,2,3,3, ,1, ,4,1,2,2,2,6,6,6,6, , , , ,54,1962,1968,1994,1999,6666,6666,6666,6666, , , , ,1,2,2,66,66,66,66, , , , ,1,1, ,1,2,2,1,2,66, ,66,1,1,6,1,620,6, , , , , , , , , , ,4,4,21, , , , , , , , , , , ,17,1,0,0,0,0,0,0,0,0,0,0,0,2,66,1,1,6,6,6666,1,66666,1,3,2,66666,6,6,35,1,45,85,1,2330,2,2,6,6,1,1,5,2,1,620,6, , , , , , , , , , ,2,4,23, , , , , , , , , , , ,0,0,0,0,0,0,0,1,0,0,0,0,0,2,66,2,2,66666,6,666,323,4, , , , , , , , , , ,2,9,8888, , , , , , , , , , ,1,1,113,1, , , , , , , , , , ,7,11,8888, , , , , , , , , , ,3,66,1,41080,11030,3,5,4,2,2,1,1,2,1,3,3,2,2,2,4,6,2,3,3,3,3,UKM,1, ,25,9,2016,10,5,25,9,2016,11,8,63,2.03727841377258,2.746052374
ESS8e01,8,1.0,31.10.2017,100001271,GB,105,5,300,7,4,7,1,2,5,2,5,2,6,8,4,4,8,8,1, , , , , , , , , ,11, , , , , , , , , ,1,2,2,2,1,2,2,2,1, , , , , , , , ,11, , , , , , , , , ,2,3,8,4,2,4,5,4,2,5,1,5,1,4,1,1,1,7,8,8,9,5,2,4,2,1,1,2,0,7,1,1, , , , , ,1, , , , , , , ,6,66, , , , , ,6666, , , , , , , ,7,5,6,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,66,1,66,6666,ENG,000,2,1,66,1,66,1,2,2,9,6,10,5,4,2,5,2,2,4,1,2,4,4,2,2,2,2,1,6,5,4,9,3,3,7,6,6,9,5,2,1,2,4,2,6,3,9,8,6,2,4,4,4,4,4,1,4,2,4,3,6,6,6,6,6,6,4,4,4,6,6,6,3,3,2,3,3,2,1,1, ,1, ,4,1,2,1,2,6,6,6,6, , , , ,52,1964,1964,1986,1993,6666,6666,6666,6666, , , , ,1,2,2,66,66,66,66, , , , ,1,1, ,1,2,2,1,2,66, ,66,1,1,6,4,720,7, , , , , , , , , , ,1,2,21, , , , , , , , , , , ,23,1,0,0,0,0,0,0,0,0,0,0,0,2,66,1,1,6,6,6666,1,66666,1,4,1,2,10,8,35,1,40,85,6,2433,2,2,6,6,3,1,9,1,1,321,3, , , , , , , , , , ,4,10,16, , , , , , , , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,2,66,1,6,4419,1,37,113,1, , , , , , , , , , ,7,11,11, , , , , , , , , , ,1,8,113,1, , , , , , , , , , ,7,11,14, , , , , , , , , , ,1,7,1,11080,555555,1,5,1,2,1,1,3,2,5,2,1,2,5,2,3,2,3,1,2,1,1,UKN,1, ,19,10,2016,18,48,19,10,2016,99,99, ,2.03727841377258,2.746052374
